C:\Users\koosh\Dino\src\Tools\Cli\DINOForge.Tools.Cli.csproj	Microsoft.Extensions.DependencyInjection	8.*
C:\Users\koosh\Dino\src\Tools\Cli\DINOForge.Tools.Cli.csproj	Microsoft.Extensions.Http	8.*
C:\Users\koosh\Dino\src\Tools\Cli\DINOForge.Tools.Cli.csproj	Microsoft.Extensions.Logging	8.*
C:\Users\koosh\Dino\src\Tools\Cli\DINOForge.Tools.Cli.csproj	Microsoft.Extensions.Logging.Console	8.*
C:\Users\koosh\Dino\src\Tools\Cli\DINOForge.Tools.Cli.csproj	SketchFabApi.Net	1.0.4
C:\Users\koosh\Dino\src\Tools\Cli\DINOForge.Tools.Cli.csproj	ScreenRecorderLib	6.6.0
C:\Users\koosh\Dino\src\Tools\Cli\DINOForge.Tools.Cli.csproj	Microsoft.Data.Sqlite	8.*
C:\Users\koosh\Dino\src\Tools\Cli\DINOForge.Tools.Cli.csproj	Sentry	4.11.0
C:\Users\koosh\Dino\src\Tools\Cli\DINOForge.Tools.Cli.csproj	System.Drawing.Common	8.*
C:\Users\koosh\Dino\src\Tools\Cli\DINOForge.Tools.Cli.csproj		
C:\Users\koosh\Dino\src\Tools\DesktopCompanion\DesktopCompanion.csproj	Microsoft.WindowsAppSDK	1.6.250108002
C:\Users\koosh\Dino\src\Tools\DesktopCompanion\DesktopCompanion.csproj	CommunityToolkit.Mvvm	8.4.0
C:\Users\koosh\Dino\src\Tools\DesktopCompanion\DesktopCompanion.csproj	CommunityToolkit.WinUI.Controls.SettingsControls	8.2.251219
C:\Users\koosh\Dino\src\Tools\DesktopCompanion\DesktopCompanion.csproj	Microsoft.Extensions.Hosting	8.0.1
C:\Users\koosh\Dino\src\Tools\DesktopCompanion\DesktopCompanion.csproj	Microsoft.Extensions.DependencyInjection	8.0.1
C:\Users\koosh\Dino\src\Tools\DesktopCompanion\DesktopCompanion.csproj	YamlDotNet	16.3.0
C:\Users\koosh\Dino\src\Tools\DesktopCompanion\DesktopCompanion.csproj	Newtonsoft.Json	13.0.4
C:\Users\koosh\Dino\src\Tools\DesktopCompanion\DesktopCompanion.csproj		
C:\Users\koosh\Dino\src\Tools\DumpTools\DINOForge.Tools.DumpTools.csproj	Spectre.Console	0.*
C:\Users\koosh\Dino\src\Tools\DumpTools\DINOForge.Tools.DumpTools.csproj	Newtonsoft.Json	13.*
C:\Users\koosh\Dino\src\Tools\GameControlCli\GameControlCli.csproj	System.CommandLine	2.*
C:\Users\koosh\Dino\src\Tools\GameControlCli\GameControlCli.csproj	Spectre.Console	0.*
C:\Users\koosh\Dino\src\Tools\GameControlCli\GameControlCli.csproj		
C:\Users\koosh\Dino\src\Tools\Installer\GUI\DINOForge.Installer.csproj	Avalonia	11.3.16
C:\Users\koosh\Dino\src\Tools\Installer\GUI\DINOForge.Installer.csproj	Avalonia.Desktop	11.3.16
C:\Users\koosh\Dino\src\Tools\Installer\GUI\DINOForge.Installer.csproj	Avalonia.Themes.Fluent	11.3.16
C:\Users\koosh\Dino\src\Tools\Installer\GUI\DINOForge.Installer.csproj	CommunityToolkit.Mvvm	8.4.2
C:\Users\koosh\Dino\src\Tools\Installer\GUI\DINOForge.Installer.csproj	Octokit	13.0.1
C:\Users\koosh\Dino\src\Tools\Installer\GUI\DINOForge.Installer.csproj		
C:\Users\koosh\Dino\src\Tools\Installer\GUI\DINOForge.Installer.csproj		
C:\Users\koosh\Dino\src\Tools\Installer\InstallerLib\DINOForge.Tools.Installer.csproj		
C:\Users\koosh\Dino\src\Tools\Installer\InstallerLib\DINOForge.Tools.Installer.csproj	Octokit	13.0.1
C:\Users\koosh\Dino\src\Tools\McpServer\DINOForge.Tools.McpServer.csproj	ModelContextProtocol	1.1.0
C:\Users\koosh\Dino\src\Tools\McpServer\DINOForge.Tools.McpServer.csproj	Microsoft.Extensions.Hosting	9.*
C:\Users\koosh\Dino\src\Tools\McpServer\DINOForge.Tools.McpServer.csproj	ScreenCapture.NET.DX11	3.0.0
C:\Users\koosh\Dino\src\Tools\McpServer\DINOForge.Tools.McpServer.csproj	ScreenRecorderLib	6.6.0
C:\Users\koosh\Dino\src\Tools\McpServer\DINOForge.Tools.McpServer.csproj	System.Drawing.Common	10.0.5
C:\Users\koosh\Dino\src\Tools\McpServer\DINOForge.Tools.McpServer.csproj		
C:\Users\koosh\Dino\src\Tools\MockSteamworksNet\MockSteamworksNet.csproj		
C:\Users\koosh\Dino\src\Tools\MockSteamworksNet\MockSteamworksNet.csproj		
C:\Users\koosh\Dino\src\Tools\MockSteamworksNet\MockSteamworksNet.csproj	Steamworks.NET	15.0.*
C:\Users\koosh\Dino\src\Tools\PackCompiler\DINOForge.Tools.PackCompiler.csproj	Microsoft.NET.ILLink.Tasks	11.0.0-preview.2.26159.112
C:\Users\koosh\Dino\src\Tools\PackCompiler\DINOForge.Tools.PackCompiler.csproj	Spectre.Console	0.*
C:\Users\koosh\Dino\src\Tools\PackCompiler\DINOForge.Tools.PackCompiler.csproj	System.CommandLine	2.0.3
C:\Users\koosh\Dino\src\Tools\PackCompiler\DINOForge.Tools.PackCompiler.csproj	AssimpNet	4.1.0
C:\Users\koosh\Dino\src\Tools\PackCompiler\DINOForge.Tools.PackCompiler.csproj	SixLabors.ImageSharp	3.1.11
C:\Users\koosh\Dino\src\Tools\PackCompiler\DINOForge.Tools.PackCompiler.csproj	xunit	2.7.0
C:\Users\koosh\Dino\src\Tools\PackCompiler\DINOForge.Tools.PackCompiler.csproj	xunit.runner.visualstudio	2.5.4
C:\Users\koosh\Dino\src\Tools\PackCompiler\DINOForge.Tools.PackCompiler.csproj	Microsoft.NET.Test.Sdk	17.9.0
C:\Users\koosh\Dino\src\Tools\PackCompiler\DINOForge.Tools.PackCompiler.csproj	FluentAssertions	6.12.0
C:\Users\koosh\Dino\src\Tools\PackCompiler\DINOForge.Tools.PackCompiler.csproj		
C:\Users\koosh\Dino\src\Tools\SkeletonExtractor\SkeletonExtractor.csproj	AssetsTools.NET	3.0.4
